	0
ENSMUSG00000000056	0.22701068
ENSMUSG00000000078	-0.089174666
ENSMUSG00000000085	-0.12803957
ENSMUSG00000000088	-0.0030286927
ENSMUSG00000000131	-0.106189
ENSMUSG00000000148	0.12206578
ENSMUSG00000000149	0.14934303
ENSMUSG00000000168	-0.09785439
ENSMUSG00000000171	0.24372122
ENSMUSG00000000184	-0.03094289
ENSMUSG00000000194	0.02125666
ENSMUSG00000000275	-0.48371014
ENSMUSG00000000282	-0.08458841
ENSMUSG00000000295	0.12745121
ENSMUSG00000000296	0.29500398
ENSMUSG00000000303	-0.08926602
ENSMUSG00000000325	0.11485343
ENSMUSG00000000326	-0.2594684
ENSMUSG00000000339	0.31314337
ENSMUSG00000000340	-0.21101387
ENSMUSG00000000346	0.08544357
ENSMUSG00000000365	-0.24458888
ENSMUSG00000000384	-0.098546885
ENSMUSG00000000399	0.23765616
ENSMUSG00000000409	0.58361936
ENSMUSG00000000420	-0.24826184
ENSMUSG00000000439	0.16429023
ENSMUSG00000000441	0.117207095
ENSMUSG00000000552	-0.12641338
ENSMUSG00000000555	-0.17652783
ENSMUSG00000000561	0.19119713
ENSMUSG00000000563	-0.13671295
ENSMUSG00000000568	0.3420741
ENSMUSG00000000581	0.3011152
ENSMUSG00000000594	0.05783127
ENSMUSG00000000600	0.6906716
ENSMUSG00000000605	0.424303
ENSMUSG00000000628	0.42586613
ENSMUSG00000000631	0.18878166
ENSMUSG00000000711	-0.16857497
ENSMUSG00000000730	-1.2821649
ENSMUSG00000000740	-0.26931843
ENSMUSG00000000743	-0.04973932
ENSMUSG00000000751	0.17468856
ENSMUSG00000000759	0.18965086
ENSMUSG00000000776	-0.053476185
ENSMUSG00000000782	0.35948884
ENSMUSG00000000804	0.023530599
ENSMUSG00000000805	-0.045544364
ENSMUSG00000000823	0.40157837
ENSMUSG00000000826	0.060114533
ENSMUSG00000000827	0.2435188
ENSMUSG00000000838	0.20013332
ENSMUSG00000000881	-0.042375457
ENSMUSG00000000884	0.06328379
ENSMUSG00000000902	0.24933656
