	0
rna_ft0	0.030056428
rna_ft1	0.19330502
rna_ft2	0.0802233
rna_ft3	0.049681306
rna_ft4	0.03233104
rna_ft5	0.04656162
rna_ft6	0.06850984
rna_ft7	0.08844642
rna_ft8	0.2141891
rna_ft9	0.19042285
rna_ft10	0.16429552
rna_ft11	0.098919675
rna_ft12	0.0748685
rna_ft13	0.07350893
rna_ft14	0.13609262
rna_ft15	0.13882713
rna_ft16	0.0464113
rna_ft17	0.09378362
rna_ft18	0.019068932
rna_ft19	0.19629164
rna_ft20	0.15171413
rna_ft21	0.07735409
rna_ft22	0.06949492
rna_ft23	0.08075724
rna_ft24	0.05278592
rna_ft25	0.027032565
rna_ft26	0.10569668
rna_ft27	0.04322977
rna_ft28	0.10966015
rna_ft29	0.3886404
rna_ft30	0.07916407
rna_ft31	0.08672824
rna_ft32	0.18442486
rna_ft33	0.17459956
rna_ft34	0.06247904
rna_ft35	0.01700964
rna_ft36	0.1583015
rna_ft37	0.39457318
rna_ft38	0.0687623
rna_ft39	0.10283454
rna_ft40	0.11123161
rna_ft41	0.10230551
rna_ft42	0.031561114
rna_ft43	0.019915294
rna_ft44	0.3197011
rna_ft45	0.048424054
rna_ft46	0.06822248
rna_ft47	0.011242067
rna_ft48	0.0865504
rna_ft49	0.054437686
rna_ft50	0.019383002
rna_ft51	0.08607416
rna_ft52	0.44620308
rna_ft53	0.048961926
rna_ft54	0.12729815
rna_ft55	0.07754941
rna_ft56	0.1740168
rna_ft57	0.17310977
rna_ft58	0.14501874
rna_ft59	0.13964903
rna_ft60	0.08027975
rna_ft61	0.123938896
rna_ft62	0.066216186
rna_ft63	0.056902908
rna_ft64	0.2718722
rna_ft65	0.09198513
rna_ft66	0.045428753
rna_ft67	0.0659246
rna_ft68	0.27034643
rna_ft69	0.104135774
rna_ft70	0.17026962
rna_ft71	0.06354795
rna_ft72	0.11546071
rna_ft73	0.012614751
rna_ft74	0.119176194
rna_ft75	0.24657142
rna_ft76	0.06504126
rna_ft77	0.08335326
rna_ft78	0.513626
rna_ft79	0.06120362
rna_ft80	0.20900545
rna_ft81	0.16361757
rna_ft82	0.04063511
rna_ft83	0.09502301
rna_ft84	0.41667652
rna_ft85	0.11310358
rna_ft86	0.03263886
rna_ft87	0.24965534
rna_ft88	0.12949781
rna_ft89	0.24546666
rna_ft90	0.015238142
rna_ft91	0.093430564
rna_ft92	0.14012751
rna_ft93	0.032978963
rna_ft94	0.20867686
rna_ft95	0.14143005
rna_ft96	0.19858515
rna_ft97	0.3918159
rna_ft98	0.045769025
rna_ft99	0.066987894
rna_ft100	0.2745642
rna_ft101	0.042771958
rna_ft102	0.12537828
rna_ft103	0.12173319
rna_ft104	0.19496152
rna_ft105	0.113238886
rna_ft106	0.076027155
rna_ft107	0.010614323
rna_ft108	0.1458179
rna_ft109	0.104225636
rna_ft110	0.2712345
rna_ft111	0.019909907
rna_ft112	0.096233994
rna_ft113	0.047682382
rna_ft114	0.049243927
rna_ft115	0.022493314
rna_ft116	0.15907419
rna_ft117	0.06281533
rna_ft118	0.10075398
rna_ft119	0.19081596
rna_ft120	0.22158155
rna_ft121	0.06872749
rna_ft122	0.08136673
rna_ft123	0.15046063
rna_ft124	0.35386324
rna_ft125	0.26985136
rna_ft126	0.15301648
rna_ft127	0.24757484
rna_ft128	0.10368557
rna_ft129	0.044681452
rna_ft130	0.037107825
rna_ft131	0.29795808
rna_ft132	0.045054864
rna_ft133	0.2732361
rna_ft134	0.0318295
rna_ft135	0.30481592
rna_ft136	0.36877108
rna_ft137	0.043025065
rna_ft138	0.4612987
rna_ft139	0.407499
rna_ft140	0.1553432
rna_ft141	0.044241667
rna_ft142	0.15658179
rna_ft143	0.11676569
rna_ft144	0.0651624
rna_ft145	0.19893143
rna_ft146	0.03037777
rna_ft147	0.32982677
rna_ft148	0.08569722
rna_ft149	0.14261842
rna_ft150	0.03848319
rna_ft151	0.059480716
rna_ft152	0.13080892
rna_ft153	0.092803314
rna_ft154	0.05168103
rna_ft155	0.08299794
rna_ft156	0.07824035
rna_ft157	0.09371839
rna_ft158	0.11261203
rna_ft159	0.23350792
rna_ft160	0.32328463
rna_ft161	0.121735334
rna_ft162	0.22350797
rna_ft163	0.052012157
rna_ft164	0.046189167
rna_ft165	0.17261648
rna_ft166	0.16551934
rna_ft167	0.04194522
rna_ft168	0.36539918
rna_ft169	0.07288909
rna_ft170	0.020851325
rna_ft171	0.09143362
rna_ft172	0.041629694
rna_ft173	0.11717455
rna_ft174	0.07741694
rna_ft175	0.022882748
rna_ft176	0.084965944
rna_ft177	0.14525723
rna_ft178	0.09219265
rna_ft179	0.07515983
rna_ft180	0.17043447
rna_ft181	0.09528098
rna_ft182	0.18739119
rna_ft183	0.069119595
rna_ft184	0.27647907
rna_ft185	0.25913295
rna_ft186	0.14012118
rna_ft187	0.3255396
rna_ft188	0.21230808
rna_ft189	0.24047685
rna_ft190	0.14073047
rna_ft191	0.052585315
rna_ft192	0.023709917
rna_ft193	0.36013144
rna_ft194	0.08987715
rna_ft195	0.33315426
rna_ft196	0.1326346
rna_ft197	0.36354303
rna_ft198	0.2625392
rna_ft199	0.17294864
rna_ft200	0.022033477
rna_ft201	0.23525071
rna_ft202	0.2369421
rna_ft203	0.04046879
rna_ft204	0.42056656
rna_ft205	0.048764847
rna_ft206	0.032186747
rna_ft207	0.21690984
rna_ft208	0.100705504
rna_ft209	0.099801585
rna_ft210	0.099435136
rna_ft211	0.052183747
rna_ft212	0.057410873
rna_ft213	0.11934447
rna_ft214	0.17370252
rna_ft215	0.10689964
rna_ft216	0.049690984
rna_ft217	0.3684333
rna_ft218	0.10480275
rna_ft219	0.29011926
rna_ft220	0.061972715
rna_ft221	0.14523228
rna_ft222	0.16728847
